Origin,Destination,Flight_Time,Departure Date,Return Date,Duration,Stops,Flight_Name,Price
Multan,Montreal,10:50am - 6:17pm,2023-05-10,2023-05-12,40h 27m (2 stops),13h 10m in Dubai (DXB) - 8h 55m in Toronto (YYZ),Multiple airlines,1911
Multan,Montreal,3:00am - 2:17pm,2023-05-10,2023-05-12,44h 17m (2 stops),20h 50m in Dubai (DXB) - 4h 55m in Toronto (YYZ),Multiple airlines,1911
Multan,Calgary,10:50am - 12:09pm,2023-05-10,2023-05-12,36h 19m (2 stops),13h 10m in Dubai (DXB) - 1h 45m in Toronto (YYZ),Multiple airlines,2269
Multan,Calgary,10:50am - 3:24pm,2023-05-10,2023-05-12,39h 34m (2 stops),13h 10m in Dubai (DXB) - 5h 5m in Toronto (YYZ),Multiple airlines,2269
Multan,Calgary,10:50am - 6:19pm,2023-05-10,2023-05-12,42h 29m (2 stops),13h 10m in Dubai (DXB) - 7h 55m in Toronto (YYZ),Multiple airlines,2269
Multan,Edmonton,3:45am - 2:51pm,2023-05-10,2023-05-12,46h 6m (2 stops),2h 30m in Doha (DOH) - 23h 30m in Seattle (SEA),Multiple airlines ,2251
Multan,Edmonton,10:50am - 5:05pm,2023-05-10,2023-05-12,41h 15m (2 stops),13h 10m in Dubai (DXB) - 6h 45m in Toronto (YYZ),Multiple airlines,2269
Multan,Edmonton,10:50am - 6:45pm,2023-05-10,2023-05-12,42h 55m (2 stops),13h 10m in Dubai (DXB) - 8h 25m in Toronto (YYZ),Multiple airlines,2269
Multan,Ottawa,10:50am - 11:13am,2023-05-10,2023-05-12,33h 23m (2 stops),13h 10m in Dubai (DXB) - 2h 5m in Toronto (YYZ),Multiple airlines,2051
Multan,Ottawa,10:50am - 1:13pm,2023-05-10,2023-05-12,35h 23m (2 stops),13h 10m in Dubai (DXB) - 4h 5m in Toronto (YYZ),Multiple airlines,2051
Multan,Ottawa,10:50am - 4:13pm,2023-05-10,2023-05-12,38h 23m (2 stops),13h 10m in Dubai (DXB) - 7h 5m in Toronto (YYZ),Multiple airlines,2051
Multan,Halifax,10:50am - 4:25pm,2023-05-10,2023-05-12,37h 35m (2 stops),13h 10m in Dubai (DXB) - 5h 15m in Toronto (YYZ),Multiple airlines,2101
Multan,Halifax,10:50am - 7:15pm,2023-05-10,2023-05-12,40h 25m (2 stops),13h 10m in Dubai (DXB) - 8h 5m in Toronto (YYZ),Multiple airlines,2101
Multan,Halifax,10:50am - 9:30pm,2023-05-10,2023-05-12,42h 40m (2 stops),13h 10m in Dubai (DXB) - 10h 20m in Toronto (YYZ),Multiple airlines,2101
Multan,Quebec City,10:50am - 4:56pm,2023-05-10,2023-05-12,39h 6m (2 stops),13h 10m in Dubai (DXB) - 7h 25m in Toronto (YYZ),Multiple airlines ,2051
Multan,Quebec City,10:50am - 8:21pm,2023-05-10,2023-05-12,42h 31m (2 stops),13h 10m in Dubai (DXB) - 10h 50m in Toronto (YYZ),Multiple airlines ,2051
Multan,Quebec City,10:50am - 9:21pm,2023-05-10,2023-05-12,43h 31m (2 stops),13h 10m in Dubai (DXB) - 11h 50m in Toronto (YYZ),Multiple airlines ,2051
Multan,Winnipeg,10:50am - 11:40am,2023-05-10,2023-05-12,34h 50m (2 stops),13h 10m in Dubai (DXB) - 1h 55m in Toronto (YYZ),Multiple airlines,2092
Multan,Winnipeg,3:00am - 11:40am,2023-05-10,2023-05-12,42h 40m (2 stops),20h 50m in Dubai (DXB) - 1h 55m in Toronto (YYZ),Multiple airlines,2092
Multan,Winnipeg,10:50am - 2:36pm,2023-05-10,2023-05-12,37h 46m (2 stops),13h 10m in Dubai (DXB) - 4h 55m in Toronto (YYZ),Multiple airlines,2307
Multan,Riyadh,6:55am - 3:00pm,2023-05-10,2023-05-12,10h 5m (1 stop),5h 20m in Manama (BAH),Gulf Air,511
Multan,Riyadh,6:55am - 5:00pm,2023-05-10,2023-05-12,12h 5m (1 stop),7h 20m in Manama (BAH),Gulf Air,511
Multan,Riyadh,6:55am - 9:35pm,2023-05-10,2023-05-12,16h 40m (1 stop),11h 50m in Manama (BAH),Gulf Air,511
Multan,Jeddah,10:50am - 4:40pm,2023-05-10,2023-05-12,7h 50m (1 stop),1h 45m in Dubai (DXB),flydubai,557
Multan,Jeddah,3:00am - 11:30am,2023-05-10,2023-05-12,10h 30m (1 stop),4h 15m in Dubai (DXB),flydubai,557
Multan,Jeddah,3:00am - 4:40pm,2023-05-10,2023-05-12,15h 40m (1 stop),9h 25m in Dubai (DXB),flydubai,557
Multan,Dammam,6:55am - 10:30am,2023-05-10,2023-05-12,5h 35m (1 stop),1h 20m in Manama (BAH),Gulf Air,491
Multan,Dammam,6:55am - 6:20pm,2023-05-10,2023-05-12,13h 25m (1 stop),9h 20m in Manama (BAH),Gulf Air,491
Multan,Dammam,6:55am - 2:20am,2023-05-10,2023-05-12,21h 25m (1 stop),17h 10m in Manama (BAH),Gulf Air,491
Multan,Abu Dhabi,10:10am - 3:45am,2023-05-10,2023-05-12,18h 35m (2 stops),10h 55m in Karachi (KHI) - 1h 45m in Dubai (DXB),Flight + Bus,521
Multan,Abu Dhabi,10:10am - 5:15am,2023-05-10,2023-05-12,20h 5m (2 stops),10h 55m in Karachi (KHI) - 3h 15m in Dubai (DXB),Flight + Bus,521
Multan,Abu Dhabi,10:10am - 8:45am,2023-05-10,2023-05-12,23h 35m (2 stops),15h 10m in Karachi (KHI) - 2h 45m in Dubai (DXB),Flight + Bus,521
Multan,London,3:45am - 6:25am,2023-05-10,2023-05-12,30h 40m (1 stop),19h 40m in Doha (DOH),Qatar Airways,1031
Multan,London,3:45am - 7:00am,2023-05-10,2023-05-12,31h 15m (1 stop),20h 15m in Doha (DOH),Qatar Airways,1031
Multan,London,3:45am - 10:00pm,2023-05-10,2023-05-12,22h 15m (1 stop),11h 15m in Doha (DOH),Qatar Airways,1083
Multan,Manchester,6:55am - 7:15am,2023-05-10,2023-05-12,28h 20m (1 stop),17h 45m in Manama (BAH),Gulf Air,1089
Multan,Manchester,10:10am - 7:45am,2023-05-10,2023-05-12,25h 35m (2 stops),10h 55m in Karachi (KHI) - 3h 15m in Dubai (DXB),Multiple airlines,1174
Multan,Manchester,3:45am - 6:40am,2023-05-10,2023-05-12,30h 55m (1 stop),19h 55m in Doha (DOH),Qatar Airways,1214
Multan,Los Angeles,6:55am - 12:15pm,2023-05-10,2023-05-12,41h 20m (2 stops),16h 40m in Manama (BAH) - 2h 50m in Istanbul (IST),Turkish Airlines ,1794
Multan,Los Angeles,6:55am - 4:55pm,2023-05-10,2023-05-12,46h 0m (2 stops),16h 40m in Manama (BAH) - 7h 50m in Istanbul (IST),Turkish Airlines ,1794
Multan,Los Angeles,10:50am - 10:59pm,2023-05-10,2023-05-12,48h 9m (2 stops),13h 10m in Dubai (DXB) - 12h 25m in Toronto (YYZ),Multiple airlines,1908
Peshawar,Toronto,9:00am - 9:30am,2023-05-10,2023-05-12,33h 30m (1 stop),16h 10m in Dubai (DXB),Emirates,2004
Peshawar,Toronto,3:55am - 9:46am,2023-05-10,2023-05-12,38h 51m (2 stops),9h 35m in Doha (DOH) - 9h 20m in New York (JFK),American Airlines ,2324
Peshawar,Toronto,3:55am - 9:46am,2023-05-10,2023-05-12,38h 51m (2 stops),9h 35m in Doha (DOH) - 9h 20m in New York (JFK),Qatar Airways ,2336
Peshawar,Montreal,9:00am - 12:17pm,2023-05-10,2023-05-12,36h 17m (2 stops),16h 10m in Dubai (DXB) - 1h 30m in Toronto (YYZ),Emirates ,2282
Peshawar,Montreal,9:00am - 4:35pm,2023-05-10,2023-05-12,40h 35m (2 stops),16h 10m in Dubai (DXB) - 5h 55m in Toronto (YYZ),Multiple airlines,2353
Peshawar,Montreal,3:55am - 10:46pm,2023-05-10,2023-05-12,27h 51m (2 stops),2h 20m in Doha (DOH) - 5h 45m in Philadelphia (PHL),American Airlines ,2436
Peshawar,Calgary,3:55am - 11:33pm,2023-05-10,2023-05-12,30h 38m (2 stops),2h 35m in Doha (DOH) - 5h in Los Angeles (LAX),Multiple airlines,2508
Peshawar,Calgary,3:55am - 3:10pm,2023-05-10,2023-05-12,46h 15m (2 stops),2h 15m in Doha (DOH) - 24h in Seattle (SEA),Multiple airlines ,2540
Peshawar,Calgary,3:55am - 11:33pm,2023-05-10,2023-05-12,54h 38m (2 stops),19h 40m in Doha (DOH) - 11h 55m in Los Angeles (LAX),Multiple airlines,2684
Peshawar,Edmonton,3:55am - 2:51pm,2023-05-10,2023-05-12,45h 56m (2 stops),2h 15m in Doha (DOH) - 23h 30m in Seattle (SEA),Multiple airlines ,2652
Peshawar,Edmonton,3:55am - 9:25pm,2023-05-10,2023-05-12,28h 30m (2 stops),2h 5m in Doha (DOH) - 4h 45m in Montreal (YUL),Multiple airlines,4396
Peshawar,Edmonton,3:55am - 11:07am,2023-05-10,2023-05-12,42h 12m (2 stops),2h 5m in Doha (DOH) - 18h 30m in Montreal (YUL),Multiple airlines,4396
Peshawar,Halifax,3:55am - 10:41pm,2023-05-10,2023-05-12,26h 46m (2 stops),2h 5m in Doha (DOH) - 6h in Montreal (YUL),Multiple airlines ,3417
Peshawar,Halifax,3:55am - 1:31pm,2023-05-10,2023-05-12,41h 36m (2 stops),2h 5m in Doha (DOH) - 20h 50m in Montreal (YUL),Multiple airlines ,3417
Peshawar,Halifax,3:55am - 7:19pm,2023-05-10,2023-05-12,23h 24m (2 stops),2h 5m in Doha (DOH) - 2h 45m in Montreal (YUL),Multiple airlines ,4021
Peshawar,Quebec City,9:00am - 4:56pm,2023-05-10,2023-05-12,40h 56m (2 stops),16h 10m in Dubai (DXB) - 6h in Toronto (YYZ),Emirates ,2667
Peshawar,Quebec City,9:00am - 11:14pm,2023-05-10,2023-05-12,47h 14m (2 stops),14h 35m in Dubai (DXB) - 12h 44m in Newark (EWR),Multiple airlines ,3408
Peshawar,Quebec City,3:55am - 6:41pm,2023-05-10,2023-05-12,23h 46m (2 stops),2h 5m in Doha (DOH) - 3h 40m in Montreal (YUL),Multiple airlines ,4397
Peshawar,Winnipeg,9:00am - 2:36pm,2023-05-10,2023-05-12,39h 36m (2 stops),16h 10m in Dubai (DXB) - 3h 30m in Toronto (YYZ),Emirates ,3048
Peshawar,Winnipeg,3:55am - 10:37pm,2023-05-10,2023-05-12,28h 42m (2 stops),2h 5m in Doha (DOH) - 6h 30m in Montreal (YUL),Multiple airlines,4073
Peshawar,Winnipeg,3:55am - 11:22am,2023-05-10,2023-05-12,41h 27m (2 stops),2h 5m in Doha (DOH) - 19h 15m in Montreal (YUL),Multiple airlines,4073
Peshawar,Riyadh,11:45am - 4:15am,2023-05-10,2023-05-12,18h 30m (2 stops),4h 25m in Jeddah (JED) - 5h 10m in Tabuk (TUU),Saudi Arabian Airlines,489
Peshawar,Riyadh,11:45am - 4:40am,2023-05-10,2023-05-12,18h 55m (2 stops),3h 50m in Jeddah (JED) - 6h 15m in Jizan (GIZ),Saudi Arabian Airlines,489
Peshawar,Riyadh,11:45am - 4:40am,2023-05-10,2023-05-12,18h 55m (2 stops),6h 20m in Jeddah (JED) - 3h 45m in Jizan (GIZ),Saudi Arabian Airlines,489
Peshawar,Dammam,9:00am - 2:25pm,2023-05-10,2023-05-12,7h 25m (1 stop),2h 35m in Dubai (DXB),Emirates ,583
Peshawar,Dammam,9:00am - 4:40pm,2023-05-10,2023-05-12,9h 40m (1 stop),4h 50m in Dubai (DXB),Emirates,583
Peshawar,Dammam,9:00am - 6:50pm,2023-05-10,2023-05-12,11h 50m (1 stop),7h in Dubai (DXB),Emirates ,583
Peshawar,London,3:55am - 6:25am,2023-05-10,2023-05-12,30h 30m (1 stop),19h 25m in Doha (DOH),Qatar Airways,1089
Peshawar,London,3:55am - 7:00am,2023-05-10,2023-05-12,31h 5m (1 stop),20h in Doha (DOH),Qatar Airways,1089
Peshawar,London,9:00am - 6:40pm,2023-05-10,2023-05-12,13h 40m (1 stop),2h 55m in Dubai (DXB),Emirates,1127
Peshawar,Manchester,9:00am - 7:15pm,2023-05-10,2023-05-12,14h 15m (1 stop),3h 10m in Dubai (DXB),Emirates,952
Peshawar,Manchester,9:00am - 7:45am,2023-05-10,2023-05-12,26h 45m (1 stop),15h 40m in Dubai (DXB),Emirates,952
Peshawar,Manchester,11:45am - 1:25pm,2023-05-10,2023-05-12,29h 40m (1 stop),17h 45m in Jeddah (JED),Saudi Arabian Airlines,970
Peshawar,New York,11:45am - 10:30pm,2023-05-10,2023-05-12,43h 45m (2 stops),20h 45m in Jeddah (JED) - 3h 15m in Istanbul (IST),Multiple airlines,1621
Peshawar,New York,11:45am - 11:20am,2023-05-10,2023-05-12,56h 35m (2 stops),20h 45m in Jeddah (JED) - 15h 55m in Istanbul (IST),Multiple airlines,1621
Peshawar,New York,7:35am - 1:25pm,2023-05-10,2023-05-12,38h 50m (3 stops),16h in Muscat (MCT) - 1h 25m in Kuwait City (KWI) - 1h 5m in Amsterdam (AMS),Multiple airlines ,1652
Peshawar,Los Angeles,11:45am - 4:55pm,2023-05-10,2023-05-12,41h 10m (2 stops),10h 35m in Jeddah (JED) - 7h 55m in Istanbul (IST),Multiple airlines,1821
Peshawar,Los Angeles,11:45am - 4:55pm,2023-05-10,2023-05-12,41h 10m (2 stops),15h in Jeddah (JED) - 3h 20m in Istanbul (IST),Multiple airlines,1821
Peshawar,Los Angeles,11:45am - 12:15pm,2023-05-10,2023-05-12,36h 30m (2 stops),10h 35m in Jeddah (JED) - 2h 55m in Istanbul (IST),Multiple airlines,1829
Peshawar,Chicago,11:45am - 9:55am,2023-05-10,2023-05-12,32h 10m (2 stops),10h 35m in Jeddah (JED) - 1h 20m in Istanbul (IST),Multiple airlines,1657
Peshawar,Chicago,11:45am - 5:50pm,2023-05-10,2023-05-12,40h 5m (2 stops),15h in Jeddah (JED) - 4h 25m in Istanbul (IST),Multiple airlines,1657
Peshawar,Chicago,11:45am - 5:50pm,2023-05-10,2023-05-12,40h 5m (2 stops),10h 35m in Jeddah (JED) - 9h in Istanbul (IST),Multiple airlines,1657
Quetta,Toronto,1:20pm - 9:30am,2023-05-10,2023-05-12,29h 10m (2 stops),7h 50m in Karachi (KHI) - 3h 45m in Dubai (DXB),Multiple airlines,1946
Quetta,Toronto,1:20pm - 9:30am,2023-05-10,2023-05-12,29h 10m (2 stops),1h 55m in Karachi (KHI) - 9h 40m in Dubai (DXB),Multiple airlines ,1946
Quetta,Toronto,1:20pm - 9:30am,2023-05-10,2023-05-12,29h 10m (2 stops),9h 15m in Karachi (KHI) - 2h 20m in Dubai (DXB),Multiple airlines ,1946
Quetta,Riyadh,1:20pm - 2:25am,2023-05-10,2023-05-12,15h 5m (2 stops),7h 50m in Karachi (KHI) - 1h 40m in Dubai (DXB),Multiple airlines,732
Quetta,Riyadh,1:20pm - 2:25am,2023-05-10,2023-05-12,15h 5m (2 stops),1h 55m in Karachi (KHI) - 7h 35m in Dubai (DXB),Multiple airlines ,732
Quetta,Riyadh,1:20pm - 8:05am,2023-05-10,2023-05-12,20h 45m (2 stops),7h 50m in Karachi (KHI) - 7h 25m in Dubai (DXB),Multiple airlines,732
Quetta,Jeddah,6:05pm - 3:45am,2023-05-10,2023-05-12,11h 40m (1 stop),5h 10m in Islamabad (ISB),Pakistan International Airlines,592
Quetta,Jeddah,6:05pm - 8:10pm,2023-05-10,2023-05-12,28h 5m (1 stop),21h 35m in Islamabad (ISB),Pakistan International Airlines,592
Quetta,Jeddah,1:20pm - 2:10am,2023-05-10,2023-05-12,14h 50m (2 stops),1h 55m in Karachi (KHI) - 6h 30m in Dubai (DXB),Multiple airlines ,770
Quetta,Dammam,6:05pm - 12:35pm,2023-05-10,2023-05-12,20h 30m (1 stop),15h 20m in Islamabad (ISB),Pakistan International Airlines,673
Quetta,Dammam,1:20pm - 9:20pm,2023-05-10,2023-05-12,10h 0m (2 stops),1h 55m in Karachi (KHI) - 3h in Dubai (DXB),Multiple airlines ,762
Quetta,Dammam,1:20pm - 8:00am,2023-05-10,2023-05-12,20h 40m (2 stops),12h 5m in Karachi (KHI) - 3h 55m in Dubai (DXB),Multiple airlines,762
Quetta,Dubai,1:20pm - 3:15pm,2023-05-10,2023-05-12,26h 55m (1 stop),23h 15m in Karachi (KHI),Pakistan International Airlines,410
Quetta,Dubai,1:20pm - 11:45pm,2023-05-10,2023-05-12,11h 25m (1 stop),7h 50m in Karachi (KHI),Multiple airlines,469
Quetta,Dubai,1:20pm - 3:45am,2023-05-10,2023-05-12,15h 25m (1 stop),12h 5m in Karachi (KHI),Multiple airlines,469
Quetta,Abu Dhabi,1:20pm - 3:45am,2023-05-10,2023-05-12,15h 25m (2 stops),7h 50m in Karachi (KHI) - 1h 45m in Dubai (DXB),Flight + Bus,526
Quetta,Abu Dhabi,1:20pm - 5:15am,2023-05-10,2023-05-12,16h 55m (2 stops),7h 50m in Karachi (KHI) - 3h 15m in Dubai (DXB),Flight + Bus,526
Quetta,Abu Dhabi,1:20pm - 8:45am,2023-05-10,2023-05-12,20h 25m (2 stops),7h 50m in Karachi (KHI) - 6h 45m in Dubai (DXB),Flight + Bus,526
Quetta,Manchester,1:20pm - 7:45am,2023-05-10,2023-05-12,22h 25m (2 stops),1h 55m in Karachi (KHI) - 9h 10m in Dubai (DXB),Multiple airlines ,1289
Quetta,Manchester,1:20pm - 7:45am,2023-05-10,2023-05-12,22h 25m (2 stops),7h 50m in Karachi (KHI) - 3h 15m in Dubai (DXB),Multiple airlines,1289
Quetta,Manchester,1:20pm - 12:00pm,2023-05-10,2023-05-12,26h 40m (2 stops),12h 5m in Karachi (KHI) - 3h 40m in Dubai (DXB),Multiple airlines,1289
Quetta,New York,1:20pm - 8:50am,2023-05-10,2023-05-12,28h 30m (2 stops),7h 50m in Karachi (KHI) - 3h 5m in Dubai (DXB),Multiple airlines,1795
Quetta,New York,1:20pm - 6:55pm,2023-05-10,2023-05-12,38h 35m (3 stops),12h 5m in Karachi (KHI) - 6h in Dubai (DXB) - 1h 50m in Milan (MXP),Multiple airlines,1795
Quetta,New York,1:20pm - 6:55pm,2023-05-10,2023-05-12,38h 35m (3 stops),7h 50m in Karachi (KHI) - 10h in Dubai (DXB) - 1h 50m in Milan (MXP),Multiple airlines,1795
Quetta,Los Angeles,1:20pm - 2:15pm,2023-05-10,2023-05-12,36h 55m (2 stops),12h 5m in Karachi (KHI) - 5h 10m in Dubai (DXB),Multiple airlines,2478
Quetta,Los Angeles,1:20pm - 2:15pm,2023-05-10,2023-05-12,36h 55m (2 stops),7h 50m in Karachi (KHI) - 9h 10m in Dubai (DXB),Multiple airlines,2478
Quetta,Los Angeles,1:20pm - 2:15pm,2023-05-10,2023-05-12,60h 55m (2 stops),21h 35m in Karachi (KHI) - 19h 35m in Dubai (DXB),Multiple airlines,2478
Quetta,Chicago,1:20pm - 8:40am,2023-05-10,2023-05-12,53h 20m (2 stops),13h 20m in Karachi (KHI) - 21h 40m in Abu Dhabi (AUH),Multiple airlines,1985
Quetta,Chicago,6:05pm - 8:40am,2023-05-10,2023-05-12,48h 35m (2 stops),9h in Islamabad (ISB) - 20h in Abu Dhabi (AUH),Multiple airlines,1995
Quetta,Chicago,1:20pm - 8:40am,2023-05-10,2023-05-12,29h 20m (2 stops),4h in Karachi (KHI) - 7h in Abu Dhabi (AUH),Multiple airlines,2215
Islamabad,Toronto,9:20am - 8:05am,2023-05-10,2023-05-13,31h 45m (1 stop),14h 25m in Dubai (DXB),Air Canada ,1954
Islamabad,Toronto,8:30am - 11:14pm,2023-05-10,2023-05-13,23h 44m (2 stops),2h 5m in London (LHR) - 2h 21m in Chicago (ORD),British Airways ,2000
Islamabad,Toronto,8:30am - 11:51pm,2023-05-10,2023-05-13,24h 21m (2 stops),2h 50m in London (LHR) - 2h 30m in New York (JFK),British Airways ,2000
Islamabad,Vancouver,8:30am - 11:49pm,2023-05-10,2023-05-13,51h 19m (2 stops),20h 20m in London (LHR) - 11h 20m in Seattle (SEA),British Airways ,2183
Islamabad,Vancouver,9:20am - 11:59pm,2023-05-10,2023-05-13,50h 39m (2 stops),14h 25m in Dubai (DXB) - 13h 55m in Toronto (YYZ),Air Canada ,2367
Islamabad,Vancouver,9:20am - 6:06pm,2023-05-10,2023-05-13,44h 46m (2 stops),14h 25m in Dubai (DXB) - 8h 5m in Toronto (YYZ),Air Canada ,2408
Islamabad,Montreal,1:55pm - 3:05pm,2023-05-10,2023-05-13,34h 10m (2 stops),8h 10m in Dubai (DXB) - 7h 30m in Paris (CDG),Multiple airlines,2425
Islamabad,Montreal,1:10am - 3:05pm,2023-05-10,2023-05-13,46h 55m (2 stops),20h 55m in Dubai (DXB) - 7h 30m in Paris (CDG),Multiple airlines,2425
Islamabad,Montreal,9:20am - 2:17pm,2023-05-10,2023-05-13,37h 57m (2 stops),14h 25m in Dubai (DXB) - 4h 55m in Toronto (YYZ),Air Canada ,2445
Islamabad,Calgary,9:20am - 9:19am,2023-05-10,2023-05-13,58h 59m (2 stops),14h 25m in Dubai (DXB) - 22h 55m in Toronto (YYZ),Air Canada ,2159
Islamabad,Calgary,9:20am - 8:51pm,2023-05-10,2023-05-13,46h 31m (2 stops),15h 15m in Dubai (DXB) - 8h 35m in New York (JFK),Emirates ,2272
Islamabad,Calgary,9:20am - 12:09pm,2023-05-10,2023-05-13,37h 49m (2 stops),14h 25m in Dubai (DXB) - 1h 45m in Toronto (YYZ),Air Canada ,2309
Islamabad,Edmonton,9:20am - 5:05pm,2023-05-10,2023-05-13,42h 45m (2 stops),14h 25m in Dubai (DXB) - 6h 45m in Toronto (YYZ),Air Canada ,2309
Islamabad,Edmonton,9:20am - 6:45pm,2023-05-10,2023-05-13,44h 25m (2 stops),14h 25m in Dubai (DXB) - 8h 25m in Toronto (YYZ),Air Canada ,2309
Islamabad,Edmonton,9:20am - 10:00pm,2023-05-10,2023-05-13,47h 40m (2 stops),14h 25m in Dubai (DXB) - 11h 40m in Toronto (YYZ),Air Canada ,2309
Islamabad,Ottawa,9:20am - 11:13am,2023-05-10,2023-05-13,34h 53m (2 stops),14h 25m in Dubai (DXB) - 2h 5m in Toronto (YYZ),Air Canada ,2031
Islamabad,Ottawa,9:20am - 1:13pm,2023-05-10,2023-05-13,36h 53m (2 stops),14h 25m in Dubai (DXB) - 4h 5m in Toronto (YYZ),Air Canada ,2031
Islamabad,Ottawa,9:20am - 4:13pm,2023-05-10,2023-05-13,39h 53m (2 stops),14h 25m in Dubai (DXB) - 7h 5m in Toronto (YYZ),Air Canada ,2031
Islamabad,Halifax,9:20am - 4:25pm,2023-05-10,2023-05-13,39h 5m (2 stops),14h 25m in Dubai (DXB) - 5h 15m in Toronto (YYZ),Air Canada ,2141
Islamabad,Halifax,9:20am - 7:15pm,2023-05-10,2023-05-13,41h 55m (2 stops),14h 25m in Dubai (DXB) - 8h 5m in Toronto (YYZ),Air Canada ,2141
Islamabad,Halifax,9:20am - 9:30pm,2023-05-10,2023-05-13,44h 10m (2 stops),14h 25m in Dubai (DXB) - 10h 20m in Toronto (YYZ),Air Canada ,2141
Islamabad,Quebec City,9:20am - 4:56pm,2023-05-10,2023-05-13,40h 36m (2 stops),14h 25m in Dubai (DXB) - 7h 25m in Toronto (YYZ),Air Canada ,2031
Islamabad,Quebec City,9:20am - 8:21pm,2023-05-10,2023-05-13,44h 1m (2 stops),14h 25m in Dubai (DXB) - 10h 50m in Toronto (YYZ),Air Canada ,2031
Islamabad,Quebec City,9:20am - 9:21pm,2023-05-10,2023-05-13,45h 1m (2 stops),14h 25m in Dubai (DXB) - 11h 50m in Toronto (YYZ),Air Canada ,2031
Islamabad,Riyadh,7:30pm - 9:45pm,2023-05-10,2023-05-13,28h 15m (1 stop),23h 5m in Abu Dhabi (AUH),Etihad Airways,467
Islamabad,Jeddah,7:30pm - 4:10pm,2023-05-10,2023-05-13,22h 40m (1 stop),16h 30m in Abu Dhabi (AUH),Etihad Airways,499
Islamabad,Jeddah,4:25am - 4:10pm,2023-05-10,2023-05-13,13h 45m (1 stop),7h 35m in Abu Dhabi (AUH),Etihad Airways,537
Islamabad,Dammam,7:30pm - 3:15am,2023-05-10,2023-05-13,9h 45m (1 stop),5h in Abu Dhabi (AUH),Etihad Airways,439
Islamabad,Dammam,7:30pm - 9:40pm,2023-05-10,2023-05-13,28h 10m (1 stop),23h 25m in Abu Dhabi (AUH),Etihad Airways,439
Islamabad,Dammam,4:25am - 3:15am,2023-05-10,2023-05-13,24h 50m (1 stop),20h 5m in Abu Dhabi (AUH),Etihad Airways,449
Islamabad,Dubai,7:30pm - 2:05am,2023-05-10,2023-05-13,7h 35m (1 stop),2h 15m in Abu Dhabi (AUH),Flight + Bus,362
Islamabad,Dubai,7:30pm - 3:05am,2023-05-10,2023-05-13,8h 35m (1 stop),3h 15m in Abu Dhabi (AUH),Flight + Bus,362
Islamabad,Dubai,10:00pm - 3:15pm,2023-05-10,2023-05-13,18h 15m (1 stop),14h in Karachi (KHI),Pakistan International Airlines,394
Islamabad,Manchester,4:00pm - 7:45am,2023-05-10,2023-05-13,19h 45m (2 stops),4h 35m in Karachi (KHI) - 3h 15m in Dubai (DXB),Multiple airlines,935
Islamabad,Manchester,9:20am - 7:15pm,2023-05-10,2023-05-13,13h 55m (1 stop),2h 55m in Dubai (DXB),Emirates,956
Islamabad,Manchester,9:20am - 7:45am,2023-05-10,2023-05-13,26h 25m (1 stop),15h 25m in Dubai (DXB),Emirates,956
Karachi,Toronto,11:55pm - 9:30am,2023-05-10,2023-05-13,18h 35m (1 stop),2h 20m in Dubai (DXB),Emirates ,1679
Karachi,Toronto,10:30pm - 9:30am,2023-05-10,2023-05-13,20h 0m (1 stop),3h 45m in Dubai (DXB),Emirates,1679
Karachi,Toronto,4:35pm - 9:30am,2023-05-10,2023-05-13,25h 55m (1 stop),9h 40m in Dubai (DXB),Emirates ,1679
Karachi,Vancouver,4:35pm - 4:05pm,2023-05-10,2023-05-13,35h 30m (2 stops),7h 5m in Dubai (DXB) - 9h 40m in Amsterdam (AMS),Multiple airlines,1498
Karachi,Vancouver,4:00am - 5:04pm,2023-05-10,2023-05-13,25h 4m (2 stops),3h 5m in Doha (DOH) - 3h 35m in Seattle (SEA),Qatar Airways ,1643
Karachi,Vancouver,4:00am - 5:04pm,2023-05-10,2023-05-13,25h 4m (2 stops),3h 5m in Doha (DOH) - 3h 35m in Seattle (SEA),Multiple airlines ,1669
Karachi,Montreal,10:30am - 10:46pm,2023-05-10,2023-05-13,45h 16m (2 stops),21h in Doha (DOH) - 5h 30m in Philadelphia (PHL),Qatar Airways ,1753
Karachi,Montreal,10:30pm - 2:17pm,2023-05-10,2023-05-13,24h 47m (2 stops),2h 15m in Dubai (DXB) - 4h 55m in Toronto (YYZ),Air Canada ,1881
Karachi,Montreal,10:30pm - 6:17pm,2023-05-10,2023-05-13,28h 47m (2 stops),2h 15m in Dubai (DXB) - 8h 55m in Toronto (YYZ),Air Canada ,1891
Karachi,Edmonton,5:55am - 2:51pm,2023-05-10,2023-05-13,43h 56m (2 stops),4h 25m in Istanbul (IST) - 19h 45m in Seattle (SEA),Multiple airlines ,1831
Karachi,Edmonton,11:55pm - 3:45pm,2023-05-10,2023-05-13,50h 50m (2 stops),7h 45m in Dubai (DXB) - 21h 15m in Los Angeles (LAX),Multiple airlines ,1873
Karachi,Edmonton,10:30pm - 3:45pm,2023-05-10,2023-05-13,52h 15m (2 stops),9h 10m in Dubai (DXB) - 21h 15m in Los Angeles (LAX),Multiple airlines,1873
Karachi,Quebec City,10:30pm - 10:51pm,2023-05-10,2023-05-13,33h 21m (2 stops),2h 15m in Dubai (DXB) - 13h 20m in Toronto (YYZ),Air Canada ,1881
